date,firm,region,LPC,CPC,NDP,BQ,GPC,PPC,sample_size
2025-07-02,Abacus,AB,27.0,60.0,10.0,,,2.0,
2025-07-02,Research Co,AB,36.0,53.0,7.0,,2.0,2.0,
2025-06-30,Innovative,AB,26.0,59.0,10.0,,3.0,,
2025-06-19,Abacus,AB,24.0,65.0,6.0,,2.0,2.0,
2025-06-05,Abacus,AB,26.0,63.0,10.0,,,1.0,
2025-05-30,Spark,AB,28.0,62.0,7.0,,,,
2025-05-25,Leger,AB,35.0,54.0,5.0,,3.0,,
2025-05-22,Innovative,AB,24.0,62.0,8.0,,2.0,,
2025-05-21,Abacus,AB,27.0,62.0,9.0,,,1.0,
2026-04-25,Liaison,MB_SK,42.0,47.0,5.0,,4.0,,
2026-04-22,Abacus,MB_SK,40.0,47.0,10.0,,2.0,1.0,
2026-04-20,Angus Reid,MB_SK,35.0,49.0,13.0,,1.0,,
2026-04-18,Liaison,MB_SK,46.0,46.0,2.0,,3.0,2.0,
2026-04-11,Liaison,MB_SK,47.0,41.0,2.0,,3.0,3.0,
2026-04-08,Spark,MB_SK,40.0,38.0,13.0,,,,
2026-04-08,Abacus,MB_SK,28.0,53.0,15.0,,1.0,1.0,
2026-04-07,Ipsos,MB_SK,34.0,47.0,9.0,,4.0,5.0,
2026-04-04,Liaison,MB_SK,45.0,42.0,1.0,,5.0,5.0,
2026-03-30,Leger,MB_SK,44.0,46.0,8.0,,1.0,,
2026-03-28,Liaison,MB_SK,45.0,44.0,4.0,,2.0,7.0,
2026-03-26,Spark,MB_SK,44.0,36.0,13.0,,,,
2026-03-24,Abacus,MB_SK,36.0,53.0,6.0,,5.0,1.0,
2026-03-21,Liaison,MB_SK,39.0,42.0,12.0,,,5.0,
2026-03-17,Angus Reid,MB_SK,35.0,52.0,12.0,,2.0,,
2026-03-15,EKOS,MB_SK,45.0,35.0,19.0,,,1.0,
2026-03-14,Liaison,MB_SK,36.0,40.0,10.0,,1.0,5.0,
2026-03-11,Abacus,MB_SK,35.0,46.0,12.0,,4.0,2.0,
2026-03-07,Liaison,MB_SK,36.0,43.0,10.0,,1.0,3.0,
2026-03-06,Spark,MB_SK,39.0,38.0,15.0,,,,
2026-03-02,Leger,MB_SK,39.0,49.0,8.0,,3.0,,
2026-02-28,Liaison,MB_SK,36.0,47.0,10.0,,2.0,2.0,
2026-02-26,Ipsos,MB_SK,30.0,44.0,12.0,,13.0,1.0,
2026-02-24,Pollara,MB_SK,46.0,41.0,10.0,,,,
2026-02-23,Angus Reid,MB_SK,37.0,48.0,11.0,,3.0,,
2026-02-23,Abacus,MB_SK,38.0,50.0,11.0,,1.0,,
2026-02-21,Liaison,MB_SK,32.0,48.0,9.0,,3.0,2.0,
2026-02-14,Liaison,MB_SK,35.0,43.0,10.0,,1.0,3.0,
2026-02-10,Abacus,MB_SK,33.0,51.0,10.0,,2.0,3.0,
2026-02-07,Liaison,MB_SK,33.0,45.0,10.0,,1.0,3.0,
2026-02-06,Research Co,MB_SK,42.0,38.0,15.0,,5.0,,
2026-01-31,Liaison,MB_SK,32.0,48.0,9.0,,3.0,2.0,
2026-01-30,EKOS,MB_SK,37.0,44.0,11.0,,1.0,4.0,
2026-01-27,Abacus,MB_SK,33.0,53.0,12.0,,,2.0,
2026-01-26,Angus Reid,MB_SK,34.0,54.0,9.0,,2.0,1.0,
2026-01-26,Leger,MB_SK,44.0,46.0,7.0,,1.0,,
2026-01-24,Liaison,MB_SK,33.0,43.0,12.0,,3.0,5.0,
2026-01-17,Liaison,MB_SK,33.0,44.0,11.0,,3.0,5.0,
2026-01-16,Abacus,MB_SK,36.0,50.0,11.0,,2.0,1.0,
2026-01-14,Abacus,MB_SK,34.0,52.0,11.0,,2.0,,
2026-01-12,Pallas,MB_SK,33.0,55.0,11.0,,,,
2026-01-10,Liaison,MB_SK,33.0,44.0,13.0,,2.0,4.0,
2026-01-03,Liaison,MB_SK,33.0,46.0,15.0,,,5.0,
2025-12-28,Liaison,MB_SK,34.0,46.0,12.0,,,5.0,
2025-12-21,Liaison,MB_SK,29.0,55.0,9.0,,3.0,2.0,
2025-12-15,Ipsos,MB_SK,38.0,45.0,14.0,,1.0,2.0,
2025-12-15,Pallas,MB_SK,24.0,58.0,10.0,,4.0,,
2025-12-14,Innovative,MB_SK,29.0,53.0,15.0,,2.0,,
2025-12-09,Abacus,MB_SK,38.0,51.0,8.0,,1.0,1.0,
2025-12-01,Angus Reid,MB_SK,29.0,54.0,15.0,,1.0,2.0,
2025-12-01,Abacus,MB_SK,33.0,53.0,11.0,,3.0,1.0,
2025-12-01,Innovative,MB_SK,26.0,51.0,15.0,,7.0,,
2025-11-30,Liaison,MB_SK,30.0,50.0,11.0,,2.0,5.0,
2025-11-30,Leger,MB_SK,40.0,53.0,5.0,,1.0,,
2025-11-27,Abacus,MB_SK,33.0,50.0,14.0,,1.0,1.0,
2025-11-11,EKOS,MB_SK,28.0,43.0,22.0,,5.0,,
2025-11-08,Liaison,MB_SK,32.0,52.0,11.0,,2.0,3.0,
2025-11-07,North Poll,MB_SK,43.0,43.0,12.0,,2.0,,
2025-11-07,Angus Reid,MB_SK,31.0,56.0,12.0,,1.0,1.0,
2025-11-06,Abacus,MB_SK,33.0,54.0,10.0,,2.0,1.0,
2025-11-04,EKOS,MB_SK,43.0,33.0,17.0,,6.0,,
2025-11-03,Liaison,MB_SK,29.0,53.0,14.0,,,2.0,
2025-11-02,Leger,MB_SK,35.0,48.0,9.0,,3.0,,
2025-10-29,Abacus,MB_SK,31.0,54.0,9.0,,3.0,1.0,
2025-10-27,Innovative,MB_SK,31.0,51.0,14.0,,2.0,,
2025-10-24,EKOS,MB_SK,36.0,39.0,18.0,,1.0,4.0,
2025-10-16,Pallas,MB_SK,32.0,48.0,15.0,,1.0,,
2025-10-15,Abacus,MB_SK,34.0,51.0,12.0,,1.0,2.0,
2025-10-05,Leger,MB_SK,33.0,56.0,7.0,,2.0,,
2025-10-01,Abacus,MB_SK,32.0,53.0,7.0,,7.0,1.0,
2025-09-22,Angus Reid,MB_SK,28.0,58.0,14.0,,1.0,1.0,
2025-09-21,Liaison,MB_SK,31.0,48.0,12.0,,5.0,3.0,
2025-09-17,Abacus,MB_SK,31.0,55.0,9.0,,4.0,,
2025-09-12,Research Co,MB_SK,34.0,55.0,7.0,,1.0,1.0,
2025-09-12,EKOS,MB_SK,39.0,43.0,14.0,,1.0,1.0,
2025-09-08,Ipsos,MB_SK,33.0,50.0,16.0,,,1.0,
2025-09-07,Leger,MB_SK,39.0,47.0,9.0,,2.0,,
2025-09-04,Angus Reid,MB_SK,29.0,57.0,13.0,,1.0,,
2025-09-02,Abacus,MB_SK,39.0,50.0,10.0,,1.0,,
2025-09-01,Mainstreet,MB_SK,32.0,58.0,7.0,,,1.0,
2025-08-27,Liaison,MB_SK,31.0,48.0,12.0,,5.0,4.0,
2025-08-19,Abacus,MB_SK,35.0,52.0,9.0,,3.0,1.0,
2025-08-08,Liaison,MB_SK,32.0,49.0,13.0,,5.0,1.0,
2025-08-07,Abacus,MB_SK,34.0,52.0,13.0,,,1.0,
2025-08-04,Leger,MB_SK,35.0,49.0,11.0,,4.0,,
2025-08-01,Pallas,MB_SK,35.0,55.0,10.0,,,,
2025-07-28,Innovative,MB_SK,32.0,49.0,16.0,,2.0,,
2025-07-15,Abacus,MB_SK,33.0,52.0,11.0,,2.0,,
2025-07-14,EKOS,MB_SK,33.0,39.0,21.0,,1.0,7.0,
2025-07-04,Leger,MB_SK,35.0,49.0,10.0,,5.0,,
2025-07-02,Abacus,MB_SK,33.0,54.0,11.0,,1.0,2.0,
2025-07-02,Research Co,MB_SK,42.0,48.0,3.0,,2.0,5.0,
2025-06-30,Innovative,MB_SK,36.0,49.0,10.0,,3.0,,
2025-06-19,Abacus,MB_SK,39.0,45.0,13.0,,2.0,2.0,
2025-06-05,Abacus,MB_SK,31.0,54.0,13.0,,1.0,,
2025-05-30,Spark,MB_SK,36.0,48.0,14.0,,,,
2025-05-22,Innovative,MB_SK,28.0,49.0,14.0,,5.0,,
2025-05-21,Abacus,MB_SK,27.0,53.0,16.0,,3.0,1.0,
2026-04-25,Liaison,Atlantic,47.0,33.0,15.0,,2.0,2.0,
2026-04-24,Nanos,Atlantic,45.0,32.0,12.0,,8.0,2.0,
2026-04-22,Abacus,Atlantic,58.0,33.0,8.0,,1.0,,
2026-04-20,Angus Reid,Atlantic,58.0,28.0,11.0,,2.0,,
2026-04-18,Liaison,Atlantic,46.0,33.0,11.0,,3.0,2.0,
2026-04-17,Nanos,Atlantic,48.0,36.0,6.0,,9.0,1.0,
2026-04-11,Liaison,Atlantic,43.0,37.0,13.0,,1.0,2.0,
2026-04-10,Nanos,Atlantic,51.0,30.0,8.0,,8.0,2.0,
2026-04-08,Spark,Atlantic,46.0,37.0,9.0,,,,
2026-04-08,Abacus,Atlantic,45.0,36.0,6.0,,11.0,1.0,
2026-04-07,Ipsos,Atlantic,45.0,30.0,14.0,,8.0,2.0,
2026-04-04,Liaison,Atlantic,47.0,32.0,13.0,,3.0,2.0,
2026-04-03,Nanos,Atlantic,48.0,31.0,8.0,,11.0,1.0,
2026-03-30,Leger,Atlantic,59.0,35.0,2.0,,4.0,,
2026-03-28,Liaison,Atlantic,48.0,35.0,12.0,,3.0,,
2026-03-27,Nanos,Atlantic,57.0,26.0,9.0,,8.0,,
2026-03-26,Spark,Atlantic,57.0,27.0,8.0,,,,
2026-03-24,Abacus,Atlantic,61.0,30.0,6.0,,,2.0,
2026-03-21,Liaison,Atlantic,54.0,32.0,12.0,,,,
2026-03-20,Nanos,Atlantic,57.0,23.0,12.0,,8.0,,
2026-03-17,Angus Reid,Atlantic,58.0,33.0,7.0,,2.0,,
2026-03-15,EKOS,Atlantic,65.0,23.0,7.0,,2.0,,
2026-03-14,Liaison,Atlantic,57.0,34.0,8.0,,,2.0,
2026-03-13,Nanos,Atlantic,63.0,21.0,10.0,,5.0,1.0,
2026-03-11,Abacus,Atlantic,52.0,38.0,7.0,,3.0,,
2026-03-11,Narrative,Atlantic,67.0,22.0,9.0,,2.0,1.0,
2026-03-07,Liaison,Atlantic,54.0,35.0,7.0,,1.0,2.0,
2026-03-06,Spark,Atlantic,46.0,33.0,8.0,,,,
2026-03-06,Nanos,Atlantic,70.0,22.0,7.0,,,1.0,
2026-03-02,Leger,Atlantic,68.0,25.0,4.0,,2.0,,
2026-02-28,Liaison,Atlantic,53.0,35.0,7.0,,3.0,2.0,
2026-02-27,Nanos,Atlantic,62.0,24.0,14.0,,,1.0,
2026-02-26,Ipsos,Atlantic,57.0,27.0,12.0,,3.0,1.0,
2026-02-24,Pollara,Atlantic,56.0,31.0,9.0,,,,
2026-02-23,Angus Reid,Atlantic,62.0,29.0,6.0,,3.0,,
2026-02-23,Abacus,Atlantic,54.0,35.0,8.0,,1.0,1.0,
2026-02-21,Liaison,Atlantic,59.0,32.0,7.0,,2.0,,
2026-02-20,Nanos,Atlantic,68.0,21.0,10.0,,,,
2026-02-14,Liaison,Atlantic,59.0,32.0,7.0,,2.0,,
2026-02-13,Nanos,Atlantic,62.0,28.0,9.0,,1.0,,
2026-02-10,Abacus,Atlantic,52.0,39.0,4.0,,4.0,2.0,
2026-02-07,Liaison,Atlantic,57.0,35.0,7.0,,1.0,,
2026-02-06,Research Co,Atlantic,54.0,37.0,3.0,,4.0,1.0,
2026-02-06,Nanos,Atlantic,57.0,28.0,14.0,,1.0,,
2026-01-31,Liaison,Atlantic,54.0,35.0,6.0,,3.0,,
2026-01-30,EKOS,Atlantic,64.0,23.0,11.0,,1.0,2.0,
2026-01-30,Nanos,Atlantic,51.0,25.0,19.0,,4.0,,
2026-01-27,Abacus,Atlantic,53.0,35.0,9.0,,1.0,2.0,
2026-01-26,Angus Reid,Atlantic,45.0,47.0,6.0,,1.0,1.0,
2026-01-26,Leger,Atlantic,63.0,32.0,1.0,,3.0,,
2026-01-24,Liaison,Atlantic,53.0,30.0,9.0,,3.0,1.0,
2026-01-23,Nanos,Atlantic,55.0,21.0,18.0,,6.0,,
2026-01-17,Liaison,Atlantic,52.0,30.0,11.0,,3.0,2.0,
2026-01-16,Nanos,Atlantic,43.0,30.0,16.0,,12.0,,
2026-01-16,Abacus,Atlantic,52.0,38.0,6.0,,2.0,2.0,
2026-01-14,Abacus,Atlantic,45.0,42.0,8.0,,3.0,1.0,
2026-01-12,Pallas,Atlantic,49.0,31.0,17.0,,2.0,,
2026-01-10,Liaison,Atlantic,52.0,34.0,11.0,,3.0,,
2026-01-09,Nanos,Atlantic,49.0,36.0,13.0,,2.0,,
2026-01-03,Liaison,Atlantic,49.0,33.0,13.0,,2.0,2.0,
2026-01-02,Nanos,Atlantic,47.0,41.0,13.0,,,,
2025-12-28,Liaison,Atlantic,44.0,33.0,11.0,,4.0,5.0,
2025-12-26,Nanos,Atlantic,52.0,40.0,8.0,,,,
2025-12-21,Liaison,Atlantic,44.0,37.0,11.0,,3.0,3.0,
2025-12-19,Nanos,Atlantic,48.0,46.0,6.0,,,,
2025-12-15,Ipsos,Atlantic,63.0,24.0,7.0,,2.0,4.0,
2025-12-15,Pallas,Atlantic,54.0,31.0,9.0,,4.0,,
2025-12-14,Innovative,Atlantic,52.0,34.0,7.0,,3.0,,
2025-12-12,Nanos,Atlantic,53.0,42.0,6.0,,,,
2025-12-09,Abacus,Atlantic,51.0,36.0,9.0,,2.0,2.0,
2025-12-05,Nanos,Atlantic,45.0,48.0,8.0,,,,
2025-12-01,Angus Reid,Atlantic,52.0,36.0,8.0,,2.0,1.0,
2025-12-01,Abacus,Atlantic,49.0,42.0,5.0,,2.0,1.0,
2025-12-01,Innovative,Atlantic,48.0,31.0,6.0,,12.0,,
2025-11-30,Liaison,Atlantic,46.0,39.0,13.0,,2.0,,
2025-11-30,Leger,Atlantic,60.0,32.0,7.0,,1.0,,
2025-11-28,Nanos,Atlantic,53.0,34.0,11.0,,2.0,,
2025-11-27,Abacus,Atlantic,48.0,42.0,7.0,,2.0,,
2025-11-21,Nanos,Atlantic,50.0,34.0,14.0,,2.0,,
2025-11-14,Nanos,Atlantic,53.0,28.0,17.0,,2.0,,
2025-11-11,EKOS,Atlantic,58.0,32.0,6.0,,4.0,,
2025-11-08,Liaison,Atlantic,54.0,31.0,11.0,,2.0,2.0,
2025-11-07,Nanos,Atlantic,54.0,28.0,13.0,,5.0,,
2025-11-07,North Poll,Atlantic,50.0,41.0,6.0,,2.0,2.0,
2025-11-07,Angus Reid,Atlantic,50.0,38.0,7.0,,3.0,2.0,
2025-11-06,Abacus,Atlantic,48.0,40.0,8.0,,1.0,3.0,
2025-11-04,EKOS,Atlantic,49.0,30.0,9.0,,3.0,5.0,
2025-11-03,Liaison,Atlantic,53.0,31.0,10.0,,2.0,1.0,
2025-11-02,Leger,Atlantic,46.0,34.0,3.0,,15.0,,
2025-10-31,Nanos,Atlantic,55.0,31.0,9.0,,3.0,2.0,
2025-10-29,Abacus,Atlantic,45.0,40.0,11.0,,3.0,1.0,
2025-10-27,Innovative,Atlantic,53.0,36.0,8.0,,1.0,,
2025-10-24,EKOS,Atlantic,61.0,19.0,14.0,,4.0,1.0,
2025-10-24,Nanos,Atlantic,58.0,31.0,8.0,,5.0,1.0,
2025-10-17,Nanos,Atlantic,56.0,33.0,4.0,,6.0,1.0,
2025-10-16,Pallas,Atlantic,56.0,30.0,9.0,,5.0,,
2025-10-15,Abacus,Atlantic,54.0,38.0,5.0,,3.0,1.0,
2025-10-10,Nanos,Atlantic,55.0,32.0,6.0,,5.0,2.0,
2025-10-05,Leger,Atlantic,49.0,33.0,9.0,,7.0,,
2025-10-03,Nanos,Atlantic,49.0,41.0,7.0,,3.0,1.0,
2025-10-01,Abacus,Atlantic,47.0,41.0,6.0,,2.0,2.0,
2025-09-26,Nanos,Atlantic,58.0,33.0,5.0,,3.0,1.0,
2025-09-22,Angus Reid,Atlantic,53.0,36.0,9.0,,2.0,,
2025-09-21,Liaison,Atlantic,48.0,34.0,9.0,,3.0,2.0,
2025-09-19,Nanos,Atlantic,55.0,29.0,7.0,,,9.0,
2025-09-17,Abacus,Atlantic,60.0,31.0,4.0,,2.0,2.0,
2025-09-12,Research Co,Atlantic,39.0,37.0,21.0,,1.0,,
2025-09-12,Nanos,Atlantic,53.0,30.0,8.0,,1.0,8.0,
2025-09-12,EKOS,Atlantic,60.0,29.0,9.0,,,1.0,
2025-09-08,Ipsos,Atlantic,58.0,29.0,9.0,,2.0,2.0,
2025-09-07,Leger,Atlantic,70.0,23.0,6.0,,,,
2025-09-05,Nanos,Atlantic,54.0,26.0,11.0,,2.0,8.0,
2025-09-04,Angus Reid,Atlantic,51.0,37.0,7.0,,2.0,2.0,
2025-09-02,Abacus,Atlantic,54.0,36.0,3.0,,2.0,2.0,
2025-09-01,Mainstreet,Atlantic,52.0,38.0,10.0,,,,
2025-08-29,Nanos,Atlantic,56.0,26.0,8.0,,3.0,7.0,
2025-08-27,Liaison,Atlantic,59.0,23.0,10.0,,3.0,2.0,
2025-08-22,Nanos,Atlantic,55.0,32.0,7.0,,4.0,1.0,
2025-08-19,Abacus,Atlantic,44.0,42.0,10.0,,,3.0,
2025-08-15,Nanos,Atlantic,52.0,33.0,8.0,,4.0,4.0,
2025-08-08,Nanos,Atlantic,59.0,29.0,7.0,,2.0,2.0,
2025-08-08,Liaison,Atlantic,55.0,25.0,10.0,,5.0,2.0,
2025-08-07,Abacus,Atlantic,50.0,42.0,4.0,,1.0,3.0,
2025-08-04,Leger,Atlantic,68.0,26.0,3.0,,1.0,,
2025-08-01,Pallas,Atlantic,67.0,29.0,2.0,,1.0,,
2025-08-01,Nanos,Atlantic,57.0,37.0,4.0,,1.0,1.0,
2025-07-28,Innovative,Atlantic,49.0,38.0,9.0,,2.0,,
2025-07-25,Nanos,Atlantic,54.0,34.0,5.0,,,7.0,
2025-07-15,Abacus,Atlantic,55.0,38.0,3.0,,2.0,,
2025-07-14,EKOS,Atlantic,54.0,23.0,17.0,,3.0,,
2025-07-11,Nanos,Atlantic,45.0,38.0,9.0,,3.0,4.0,
2025-07-04,Nanos,Atlantic,42.0,30.0,19.0,,4.0,3.0,
2025-07-04,Leger,Atlantic,62.0,33.0,4.0,,,,
2025-07-02,Abacus,Atlantic,47.0,37.0,12.0,,3.0,2.0,
2025-07-02,Research Co,Atlantic,57.0,35.0,4.0,,3.0,1.0,
2025-06-30,Innovative,Atlantic,54.0,35.0,7.0,,2.0,,
2025-06-27,Nanos,Atlantic,46.0,28.0,17.0,,8.0,,
2025-06-20,Nanos,Atlantic,52.0,26.0,15.0,,5.0,,
2025-06-19,Abacus,Atlantic,48.0,38.0,6.0,,8.0,,
2025-06-13,Nanos,Atlantic,60.0,25.0,9.0,,4.0,,
2025-06-06,Nanos,Atlantic,65.0,21.0,10.0,,4.0,,
2025-06-05,Abacus,Atlantic,56.0,33.0,6.0,,3.0,2.0,
2025-05-30,Nanos,Atlantic,65.0,30.0,3.0,,2.0,,
2025-05-30,Spark,Atlantic,58.0,33.0,7.0,,,,
2025-05-23,Nanos,Atlantic,66.0,29.0,2.0,,3.0,,
2025-05-22,Innovative,Atlantic,53.0,40.0,4.0,,1.0,,
2025-05-21,Abacus,Atlantic,51.0,37.0,9.0,,2.0,1.0,
2025-05-16,Nanos,Atlantic,65.0,28.0,2.0,,5.0,,
2025-05-07,Nanos,Atlantic,65.0,28.0,3.0,,3.0,,
