riding_code,riding_name,province,region,LPC_e,CPC_e,NDP_e,BQ_e,GPC_e,PPC_e,n_obs
35063,Mississauga--Erin Mills,Ontario,ON,0.8739,0.7873,0.9385,1.0,0.8469,0.727,2
35064,Mississauga--Lakeshore,Ontario,ON,1.0779,0.8179,0.9755,1.0,0.9589,0.8767,2
35065,Mississauga--Malton,Ontario,ON,1.0336,1.5455,1.0642,1.0,0.9935,0.2542,2
35066,Mississauga--Streetsville,Ontario,ON,0.9438,0.9322,1.2104,1.0,0.9674,0.7993,2
35067,Nepean,Ontario,ON,1.0757,0.4487,1.6484,1.0,1.0933,0.7097,2
35068,Newmarket--Aurora,Ontario,ON,0.4367,0.8948,0.8343,1.0,1.1956,0.915,2
35069,New Tecumseth--Gwillimbury,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35070,Niagara Falls--Niagara-on-the-Lake,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35071,Niagara South/Niagara-Sud,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35072,Niagara West/Niagara-Ouest,Ontario,ON,1.0372,0.6649,0.8148,1.0,1.467,1.2159,2
35073,Nipissing--Timiskaming,Ontario,ON,0.9004,1.5535,1.2115,1.0,0.6268,0.9628,2
35074,Northumberland--Clarke,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35075,Oakville East/Oakville-Est,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35076,Oakville West/Oakville-Ouest,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35077,Orléans,Ontario,ON,1.1697,0.4944,1.5074,1.0,0.8603,0.679,2
35078,Oshawa,Ontario,ON,1.2901,0.8316,0.8859,1.0,0.7654,1.2426,2
35079,Ottawa Centre/Ottawa-Centre,Ontario,ON,1.324,0.9086,1.8054,1.0,1.2052,0.6513,2
35080,Ottawa South/Ottawa-Sud,Ontario,ON,1.3432,0.7005,1.6292,1.0,1.026,0.7756,2
35081,Ottawa--Vanier--Gloucester,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35082,Ottawa West--Nepean/Ottawa-Ouest--Nepean,Ontario,ON,1.0299,0.62,0.898,1.0,1.1254,0.7294,2
35083,Oxford,Ontario,ON,0.7826,0.4616,0.4505,1.0,1.1807,1.5896,2
35084,Parry Sound--Muskoka,Ontario,ON,2.1354,1.52,1.8627,1.0,2.2674,1.3442,2
35085,Perth--Wellington,Ontario,ON,1.2117,0.9151,1.3976,1.0,1.0641,1.5032,2
35086,Peterborough,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35087,Pickering--Brooklin,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35088,Prescott--Russell--Cumberland,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35089,Richmond Hill South/Richmond Hill-Sud,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35090,Sarnia--Lambton--Bkejwanong,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35091,Sault Ste. Marie--Algoma,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35092,Scarborough--Agincourt,Ontario,ON,0.0784,0.5852,0.9495,1.0,0.9401,0.6946,2
35093,Scarborough Centre--Don Valley East/Scarborough-Centre--Don Valley-Est,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35094,Scarborough--Guildwood--Rouge Park,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35095,Scarborough North/Scarborough-Nord,Ontario,ON,0.0382,0.5999,0.2996,1.0,0.5734,0.6806,2
35096,Scarborough Southwest/Scarborough-Sud-Ouest,Ontario,ON,0.5062,0.7506,0.8089,1.0,0.889,0.6716,2
35097,Scarborough--Woburn,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35098,Simcoe--Grey,Ontario,ON,1.3622,1.1829,1.2186,1.0,1.6012,1.2156,2
35099,Simcoe North/Simcoe-Nord,Ontario,ON,0.8885,0.5472,1.1125,1.0,1.1729,1.2529,2
35100,Spadina--Harbourfront,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35101,St. Catharines,Ontario,ON,1.1403,0.8394,0.8675,1.0,1.2276,1.1696,2
35102,Stormont--Dundas--Glengarry,Ontario,ON,1.1467,0.7033,0.3301,1.0,0.8958,1.2687,2
35103,Sudbury,Ontario,ON,1.7371,1.9104,1.0649,1.0,1.3011,1.0167,2
35104,Sudbury East--Manitoulin--Nickel Belt/Sudbury-Est--Manitoulin--Nickel Belt,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35105,Taiaiako'n--Parkdale--High Park,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35106,Thornhill,Ontario,ON,0.1717,0.6252,0.4234,1.0,0.828,1.0123,2
35107,Thunder Bay--Rainy River,Ontario,ON,0.9744,0.8573,0.7277,1.0,0.8185,1.1189,2
35108,Thunder Bay--Superior North/Thunder Bay--Supérieur-Nord,Ontario,ON,1.1156,0.5851,2.0104,1.0,1.1266,1.0399,2
35109,Toronto Centre/Toronto-Centre,Ontario,ON,1.7155,0.7133,1.7335,1.0,1.4656,0.7122,2
35110,Toronto--Danforth,Ontario,ON,0.8692,0.9567,1.008,1.0,0.9879,0.6798,2
35111,Toronto--St. Paul's,Ontario,ON,1.4355,1.2525,1.006,1.0,1.6261,0.6454,2
35112,University--Rosedale,Ontario,ON,1.4253,1.1263,1.6679,1.0,1.3872,0.6958,2
35113,Vaughan--Woodbridge,Ontario,ON,0.8605,1.6791,0.321,1.0,0.7985,0.9963,2
35114,Waterloo,Ontario,ON,1.3018,1.0813,1.7859,1.0,1.1109,0.8972,2
35115,Wellington--Halton Hills North/Wellington--Halton Hills-Nord,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35116,Whitby,Ontario,ON,0.6228,0.734,0.6853,1.0,0.9184,0.9171,2
35117,Willowdale,Ontario,ON,0.2185,0.4671,0.8637,1.0,1.0728,0.6967,2
35118,Windsor--Tecumseh--Lakeshore,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35119,Windsor West/Windsor-Ouest,Ontario,ON,1.5969,1.0954,1.9311,1.0,0.419,1.352,2
35120,York Centre/York-Centre,Ontario,ON,0.6609,1.1494,0.6893,1.0,0.6594,1.0574,2
35121,York--Durham,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
35122,York South--Weston--Etobicoke/York-Sud--Weston--Etobicoke,Ontario,ON,1.0,1.0,1.0,1.0,1.0,1.0,0
46001,Brandon--Souris,Manitoba,MB_SK,0.9142,0.7356,1.5633,1.0,1.7694,1.105,2
46002,Churchill--Keewatinook Aski,Manitoba,MB_SK,1.1645,0.2199,0.4551,1.0,0.8827,0.7771,2
46003,Elmwood--Transcona,Manitoba,MB_SK,0.8142,1.49,1.3995,1.0,0.8891,0.8983,2
46004,Kildonan--St. Paul,Manitoba,MB_SK,1.0236,0.8321,1.1533,1.0,1.2477,0.8466,2
46005,Portage--Lisgar,Manitoba,MB_SK,0.93,2.078,1.3594,1.0,1.4528,2.3096,2
46006,Provencher,Manitoba,MB_SK,0.8467,2.0628,0.5688,1.0,1.1524,1.8462,2
46007,Riding Mountain/Mont-Riding,Manitoba,MB_SK,1.0,1.0,1.0,1.0,1.0,1.0,0
46008,St. Boniface--St. Vital/Saint-Boniface--Saint-Vital,Manitoba,MB_SK,1.0447,0.8445,1.4524,1.0,1.2703,0.7455,2
46009,Selkirk--Interlake--Eastman,Manitoba,MB_SK,1.0772,0.8437,0.9461,1.0,1.1233,1.0672,2
46010,Winnipeg Centre/Winnipeg-Centre,Manitoba,MB_SK,0.7947,1.0881,1.8162,1.0,1.0619,0.7063,2
46011,Winnipeg North/Winnipeg-Nord,Manitoba,MB_SK,0.7547,1.7658,1.3684,1.0,0.8326,0.7509,2
46012,Winnipeg South/Winnipeg-Sud,Manitoba,MB_SK,0.9211,0.7242,0.6579,1.0,1.0668,0.6647,2
46013,Winnipeg South Centre/Winnipeg-Centre-Sud,Manitoba,MB_SK,1.102,0.5156,1.2016,1.0,1.1669,0.6177,2
46014,Winnipeg West/Winnipeg-Ouest,Manitoba,MB_SK,1.0,1.0,1.0,1.0,1.0,1.0,0
47001,Battlefords--Lloydminster--Meadow Lake,Saskatchewan,MB_SK,1.0,1.0,1.0,1.0,1.0,1.0,0
47002,Carlton Trail--Eagle Creek/Sentier Carlton--Eagle Creek,Saskatchewan,MB_SK,0.9331,1.3099,0.8181,1.0,0.7648,1.2389,2
47003,Desnethé--Missinippi--Churchill River/Desnethé--Missinippi--Rivière Churchill,Saskatchewan,MB_SK,1.6612,-0.1429,0.3195,1.0,0.7518,0.8635,2
47004,Moose Jaw--Lake Centre--Lanigan,Saskatchewan,MB_SK,0.8936,1.471,1.0553,1.0,0.86,1.2265,2
47005,Prince Albert,Saskatchewan,MB_SK,0.8381,0.8649,0.2737,1.0,0.7696,1.0048,2
47006,Regina--Lewvan,Saskatchewan,MB_SK,1.4098,0.846,1.9921,1.0,1.0587,0.6959,2
47007,Regina--Qu'Appelle,Saskatchewan,MB_SK,1.067,0.5817,0.8792,1.0,0.8067,0.8078,2
47008,Regina--Wascana,Saskatchewan,MB_SK,1.0656,0.4141,1.5427,1.0,0.8084,0.6859,2
47009,Saskatoon South/Saskatoon-Sud,Saskatchewan,MB_SK,1.0,1.0,1.0,1.0,1.0,1.0,0
47010,Saskatoon--University,Saskatchewan,MB_SK,1.4481,0.6721,1.9032,1.0,0.9279,0.732,2
47011,Saskatoon West/Saskatoon-Ouest,Saskatchewan,MB_SK,1.1295,0.8736,0.7331,1.0,0.8617,0.9199,2
47012,Souris--Moose Mountain,Saskatchewan,MB_SK,0.7561,1.1617,0.5286,1.0,0.8649,1.229,2
47013,Swift Current--Grasslands--Kindersley,Saskatchewan,MB_SK,1.0,1.0,1.0,1.0,1.0,1.0,0
47014,Yorkton--Melville,Saskatchewan,MB_SK,0.8253,1.1958,0.5789,1.0,0.7599,1.2122,2
48001,Airdrie--Cochrane,Alberta,AB,1.0,1.0,1.0,1.0,1.0,1.0,0
48002,Battle River--Crowfoot,Alberta,AB,0.632,1.125,0.757,1.0,0.9636,1.143,2
48003,Bow River,Alberta,AB,0.9703,1.0398,0.7074,1.0,0.9082,1.2963,2
48004,Calgary Centre/Calgary-Centre,Alberta,AB,1.2887,0.5023,0.9828,1.0,1.1526,0.3255,2
48005,Calgary Confederation,Alberta,AB,1.9348,0.6257,0.9501,1.0,1.6128,0.7471,2
48006,Calgary Crowfoot,Alberta,AB,1.0,1.0,1.0,1.0,1.0,1.0,0
48007,Calgary East/Calgary-Est,Alberta,AB,1.0,1.0,1.0,1.0,1.0,1.0,0
48008,Calgary Heritage,Alberta,AB,1.336,0.8324,1.0785,1.0,1.0273,0.8218,2
48009,Calgary McKnight,Alberta,AB,1.0,1.0,1.0,1.0,1.0,1.0,0
48010,Calgary Midnapore,Alberta,AB,1.0646,0.8814,1.1078,1.0,0.9246,0.8753,2
48011,Calgary Nose Hill,Alberta,AB,1.6384,0.8582,1.0121,1.0,0.9184,0.7806,2
48012,Calgary Shepard,Alberta,AB,1.2856,0.998,1.0298,1.0,0.8527,0.8636,2
48013,Calgary Signal Hill,Alberta,AB,1.4264,0.6986,0.9514,1.0,0.9164,0.7779,2
48014,Calgary Skyview,Alberta,AB,1.4616,1.4425,0.7799,1.0,0.7376,0.726,2
48015,Edmonton Centre/Edmonton-Centre,Alberta,AB,0.7954,0.8057,1.0393,1.0,1.1403,0.7327,2
48016,Edmonton Gateway,Alberta,AB,1.0,1.0,1.0,1.0,1.0,1.0,0
48017,Edmonton Griesbach,Alberta,AB,0.2445,1.0176,1.1607,1.0,0.863,0.8814,2
48018,Edmonton Manning,Alberta,AB,0.7098,1.1554,1.3811,1.0,1.0746,0.9355,2
48019,Edmonton Northwest/Edmonton-Nord-Ouest,Alberta,AB,1.0,1.0,1.0,1.0,1.0,1.0,0
48020,Edmonton Riverbend,Alberta,AB,1.2332,0.8613,1.2562,1.0,0.9287,0.6972,2
48021,Edmonton Southeast/Edmonton-Sud-Est,Alberta,AB,1.0,1.0,1.0,1.0,1.0,1.0,0
48022,Edmonton Strathcona,Alberta,AB,0.3809,0.9345,1.2478,1.0,0.7685,0.7612,2
48023,Edmonton West/Edmonton-Ouest,Alberta,AB,1.3876,1.0251,1.2871,1.0,1.1054,0.8821,2
48024,Foothills,Alberta,AB,0.8944,0.9437,0.8206,1.0,1.0951,1.0329,2
48025,Fort McMurray--Cold Lake,Alberta,AB,0.3137,1.1095,0.7661,1.0,0.7479,1.4388,2
48026,Grande Prairie,Alberta,AB,1.0,1.0,1.0,1.0,1.0,1.0,0
48027,Lakeland,Alberta,AB,0.6857,1.1304,0.7311,1.0,0.8137,1.3193,2
48028,Leduc--Wetaskiwin,Alberta,AB,1.0,1.0,1.0,1.0,1.0,1.0,0
48029,Lethbridge,Alberta,AB,1.1017,0.8272,0.9543,1.0,1.243,1.0031,2
48030,Medicine Hat--Cardston--Warner,Alberta,AB,0.7787,1.1106,0.8405,1.0,0.7582,1.2152,2
48031,Parkland,Alberta,AB,1.0,1.0,1.0,1.0,1.0,1.0,0
48032,Peace River--Westlock,Alberta,AB,0.4188,1.2833,0.798,1.0,0.9883,1.5252,2
48033,Ponoka--Didsbury,Alberta,AB,1.0,1.0,1.0,1.0,1.0,1.0,0
48034,Red Deer,Alberta,AB,1.0,1.0,1.0,1.0,1.0,1.0,0
48035,Sherwood Park--Fort Saskatchewan,Alberta,AB,1.16,1.0625,1.1014,1.0,0.8465,1.0023,2
48036,St. Albert--Sturgeon River,Alberta,AB,1.0,1.0,1.0,1.0,1.0,1.0,0
48037,Yellowhead,Alberta,AB,0.9456,0.863,0.7867,1.0,1.0664,1.488,2
59001,Abbotsford--South Langley/Abbotsford--Langley-Sud,British Columbia,BC,1.0,1.0,1.0,1.0,1.0,1.0,0
59002,Burnaby Central,British Columbia,BC,1.0,1.0,1.0,1.0,1.0,1.0,0
59003,Burnaby North--Seymour/Burnaby-Nord--Seymour,British Columbia,BC,1.1231,1.0205,0.6373,1.0,1.0596,0.6273,2
59004,Cariboo--Prince George,British Columbia,BC,0.9711,1.0727,0.9664,1.0,0.8672,1.4435,2
59005,Chilliwack--Hope,British Columbia,BC,1.0934,1.0379,1.3554,1.0,0.8359,1.2666,2
59006,Cloverdale--Langley City,British Columbia,BC,0.7914,1.1822,0.7546,1.0,0.5779,0.9807,2
59007,Columbia--Kootenay--Southern Rockies,British Columbia,BC,1.0,1.0,1.0,1.0,1.0,1.0,0
59008,Coquitlam--Port Coquitlam,British Columbia,BC,0.8376,1.2295,0.9972,1.0,0.602,0.973,2
59009,Courtenay--Alberni,British Columbia,BC,0.8486,0.7548,0.6839,1.0,1.182,1.1601,2
59010,Cowichan--Malahat--Langford,British Columbia,BC,0.9172,1.0424,0.9997,1.0,1.501,1.2432,2
59011,Delta,British Columbia,BC,0.8566,1.0638,0.7923,1.0,0.8706,0.6106,2
59012,Esquimalt--Saanich--Sooke,British Columbia,BC,1.3312,0.9767,1.3629,1.0,1.8862,0.9903,2
59013,Fleetwood--Port Kells,British Columbia,BC,0.6713,1.2633,0.5079,1.0,0.6596,0.5808,2
59014,Kamloops--Shuswap--Central Rockies,British Columbia,BC,1.0,1.0,1.0,1.0,1.0,1.0,0
59015,Kamloops--Thompson--Nicola,British Columbia,BC,1.0,1.0,1.0,1.0,1.0,1.0,0
59016,Kelowna,British Columbia,BC,1.0,1.0,1.0,1.0,1.0,1.0,0
59017,Langley Township--Fraser Heights,British Columbia,BC,1.0,1.0,1.0,1.0,1.0,1.0,0
59018,Mission--Matsqui--Abbotsford,British Columbia,BC,1.0,1.0,1.0,1.0,1.0,1.0,0
59019,Nanaimo--Ladysmith,British Columbia,BC,0.9813,1.0165,0.9175,1.0,1.6882,1.0205,2
59020,New Westminster--Burnaby--Maillardville,British Columbia,BC,1.0,1.0,1.0,1.0,1.0,1.0,0
59021,North Island--Powell River,British Columbia,BC,0.9504,0.7388,0.6483,1.0,1.2573,0.9562,2
59022,North Vancouver--Capilano,British Columbia,BC,1.0,1.0,1.0,1.0,1.0,1.0,0
59023,Okanagan Lake West--South Kelowna/Okanagan Lake-Ouest--Kelowna-Sud,British Columbia,BC,1.0,1.0,1.0,1.0,1.0,1.0,0
59024,Pitt Meadows--Maple Ridge,British Columbia,BC,1.155,1.1349,1.3496,1.0,0.7505,1.0895,2
59025,Port Moody--Coquitlam,British Columbia,BC,1.0346,1.024,1.1811,1.0,0.6181,0.8125,2
59026,Prince George--Peace River--Northern Rockies,British Columbia,BC,0.8939,1.1165,0.8125,1.0,0.6938,1.6693,2
59027,Richmond Centre--Marpole/Richmond-Centre--Marpole,British Columbia,BC,1.0,1.0,1.0,1.0,1.0,1.0,0
59028,Richmond East--Steveston/Richmond-Est--Steveston,British Columbia,BC,1.0,1.0,1.0,1.0,1.0,1.0,0
59029,Saanich--Gulf Islands,British Columbia,BC,0.9606,0.7264,1.003,1.0,0.7135,0.7624,2
59030,Similkameen--South Okanagan--West Kootenay/Similkameen--Okanagan-Sud--Kootenay-Ouest,British Columbia,BC,1.0,1.0,1.0,1.0,1.0,1.0,0
59031,Skeena--Bulkley Valley,British Columbia,BC,0.6885,1.1499,0.5811,1.0,0.9054,1.4083,2
59032,South Surrey--White Rock/Surrey-Sud--White Rock,British Columbia,BC,0.9097,0.7602,0.829,1.0,0.5776,0.8857,2
59033,Surrey Centre/Surrey-Centre,British Columbia,BC,0.7094,1.7017,0.806,1.0,0.7374,0.8516,2
59034,Surrey Newton,British Columbia,BC,0.4815,2.0063,0.5932,1.0,0.5583,0.6951,2
59035,Vancouver Centre/Vancouver-Centre,British Columbia,BC,0.9963,1.0309,1.1553,1.0,1.0775,0.7878,2
59036,Vancouver East/Vancouver-Est,British Columbia,BC,1.022,0.9429,0.8755,1.0,1.3961,0.7099,2
59037,Vancouver Fraserview--South Burnaby/Vancouver Fraserview--Burnaby-Sud,British Columbia,BC,1.0,1.0,1.0,1.0,1.0,1.0,0
59038,Vancouver Granville,British Columbia,BC,1.3433,0.6975,2.0264,1.0,0.6716,0.7193,2
59039,Vancouver Kingsway,British Columbia,BC,0.8464,1.1424,0.8782,1.0,0.8656,0.6318,2
59040,Vancouver Quadra,British Columbia,BC,1.1245,0.6732,0.9376,1.0,1.196,0.6419,2
59041,Vernon--Lake Country--Monashee,British Columbia,BC,1.0,1.0,1.0,1.0,1.0,1.0,0
59042,Victoria,British Columbia,BC,1.3245,0.7632,1.3857,1.0,2.1505,0.7631,2
59043,West Vancouver--Sunshine Coast--Sea to Sky Country,British Columbia,BC,1.2934,0.7458,1.5069,1.0,1.4359,0.8141,2
60001,Yukon,Yukon,North,1.1231,0.8939,0.7315,1.0,1.1501,1.0352,2
61001,Northwest Territories/Territoires du Nord-Ouest,Northwest Territories,North,1.006,1.1837,1.4177,1.0,1.0718,1.1867,2
62001,Nunavut,Nunavut,North,0.6228,0.9465,1.047,1.0,0.533,0.6,2
